"fecha";"region";"servicio.salud";"r.estimado";"r.liminf";"r.lisup"
"2020-07-29";9;91011;1.05866325216261;0.805565613423943;1.31176089090127
"2020-07-30";9;91011;1.03122287948052;0.782209515891711;1.28023624306933
"2020-07-31";9;91011;1.00919107575234;0.758687974598894;1.25969417690578
"2020-08-01";9;91011;0.98654429106807;0.738548580261445;1.23454000187469
"2020-08-02";9;91011;0.970221603917511;0.738156943596989;1.20228626423803
"2020-08-03";9;91011;0.9276318612499;0.702869560783502;1.1523941617163
"2020-08-04";9;91011;0.90037200141892;0.669707113041317;1.13103688979652
"2020-08-05";9;91011;0.875535013876096;0.636397005350257;1.11467302240194
"2020-08-06";9;91011;0.879006603658903;0.632550749846402;1.12546245747141
"2020-08-07";9;91011;0.906224225099038;0.652151082178291;1.16029736801979
"2020-08-08";9;91011;0.936497179215178;0.681834527184125;1.19115983124623
"2020-08-09";9;91011;0.97557899763268;0.718169655163422;1.23298834010194
"2020-08-10";9;91011;1.05791929796599;0.790821009829091;1.32501758610289
"2020-08-11";9;91011;1.11814987088834;0.842173522113018;1.39412621966366
"2020-08-12";9;91011;1.12204819605339;0.847952190458626;1.39614420164816
"2020-08-13";9;91011;1.10062526876277;0.828939019697161;1.37231151782837
"2020-08-14";9;91011;1.10758963229714;0.84139153103703;1.37378773355726
"2020-08-15";9;91011;1.09569377971538;0.834060599447985;1.35732695998278
"2020-08-16";9;91011;1.10194404382945;0.839984682691286;1.36390340496762
"2020-08-17";9;91011;1.12403602899321;0.861075997248666;1.38699606073774
"2020-08-18";9;91011;1.10989861649788;0.840184225008175;1.37961300798759
"2020-08-19";9;91011;1.13291386595445;0.866285892948443;1.39954183896046
"2020-08-20";9;91011;1.14397000174407;0.881415289386653;1.40652471410149
"2020-08-21";9;91011;1.12453772336909;0.875563822571037;1.37351162416715
"2020-08-22";9;91011;1.11179206284007;0.87235913329452;1.35122499238562
"2020-08-23";9;91011;1.0909585073214;0.85916653369068;1.32275048095211
"2020-08-24";9;91011;1.08516411721625;0.846820578792129;1.32350765564038
"2020-08-25";9;91011;1.07787002125463;0.848982275442558;1.30675776706671
"2020-08-26";9;91011;1.09430156452612;0.868092064737724;1.32051106431451
"2020-08-27";9;91011;1.12548849061394;0.888977733939717;1.36199924728816
"2020-08-28";9;91011;1.14990899461565;0.911433949587111;1.38838403964419
"2020-08-29";9;91011;1.18642484498746;0.952360351363011;1.4204893386119
"2020-08-30";9;91011;1.19242873151955;0.961443864592611;1.4234135984465
"2020-08-31";9;91011;1.23600891864441;0.989104597313019;1.48291323997581
