"fecha";"region";"media.estimado";"media.linf";"media.lsup"
2020-05-24;15;7.46088992153857;6.54621724157919;8.46526398055027
2020-05-31;15;6.03865812374355;5.34834073754011;6.84335783948885
2020-06-07;15;5.84421633420522;5.15291909427918;6.63591494116587
2020-06-14;15;5.24558147171955;4.65557087146013;5.9161985771489
2020-06-21;15;5.08227214553314;4.51495722307135;5.72277735487406
2020-06-28;15;5.10264714915126;4.57617833066379;5.71947931239444
2020-07-05;15;4.85113429018592;4.39803992690137;5.36182062361865
2020-07-12;15;4.65632957831238;4.33808926836432;5.00948204376658
2020-07-19;15;4.9134115081529;4.63071536018402;5.22022077344216
2020-07-26;15;5.51222256475686;4.60818398109361;7.74185603434621
2020-08-02;15;7.35280290875463;5.65776949389908;10.0033918557938
2020-08-09;15;4.55753493017124;3.81198632932368;7.2489708880606
2020-08-16;15;5.78202026895748;3.20593297154294;12.0705412639473
2020-03-08;16;12.8192255101235;11.3691108025442;14.3282554548613
2020-03-15;16;12.8192255101235;11.3691108025442;14.3282554548613
2020-03-22;16;10.4430168898136;9.49685912350689;11.4760563485146
2020-03-29;16;7.97087824605024;7.24880775313982;8.76628928417649
2020-04-05;16;7.03476203767174;6.15078563553238;8.04995844097637
2020-04-12;16;7.88665989817758;6.55196561607174;9.39233510135465
2020-04-19;16;7.94870478716337;6.48299682206219;9.63392585529644
2020-04-26;16;8.57005041947481;6.98054662998435;10.3998476727166
2020-05-03;16;10.8051215121758;8.68388129429673;13.0968840773833
2020-05-10;16;11.11005526532;9.43720695465585;12.9207539061028
2020-05-17;16;5.92880796658349;5.05006444714784;6.93522000711349
2020-05-24;16;7.58058392167509;6.70757750075849;8.55222315511003
2020-05-31;16;6.83124793011981;6.15047777839588;7.60448974603263
2020-06-07;16;5.72600632783988;5.01654451565551;6.55256465796737
2020-06-14;16;4.3256493023736;3.77562510592784;4.95825473186369
2020-06-21;16;3.95083472847689;3.37582519314187;4.60231624641595
2020-06-28;16;5.06059949611115;4.35412151897186;5.86127899948109
2020-07-05;16;4.66798411610904;4.12048857589787;5.29155936046274
2020-07-12;16;3.59447254598228;3.11864845419929;4.14336753146199
2020-07-19;16;3.91693662794916;3.29602472724035;4.64936595051182
2020-07-26;16;5.10850757274776;4.05443087752659;7.38209809558983
2020-08-02;16;7.84470206756206;4.98909446632529;11.9355291312408
2020-08-09;16;3.70175348860276;2.68543393881208;9.14484720845062
2020-08-16;16;4.99308194724056;1.98303587056847;12.5102986093367
