"fecha";"region";"provincia";"r.estimado";"r.liminf";"r.lisup"
"2020-07-26";5;58;0.974139007349689;0.762885607404038;1.18539240729534
"2020-07-27";5;58;0.992667369923169;0.778151807270115;1.20718293257622
"2020-07-28";5;58;1.02239557903286;0.794061657762247;1.25072950030348
"2020-07-29";5;58;1.01542181652144;0.789681818998833;1.24116181404404
"2020-07-30";5;58;1.0199404030051;0.792811549195492;1.24706925681471
"2020-07-31";5;58;1.03138864170547;0.807085651146923;1.25569163226401
"2020-08-01";5;58;1.04897883863234;0.823976578992121;1.27398109827256
"2020-08-02";5;58;1.07487988219774;0.844021699159041;1.30573806523643
"2020-08-03";5;58;1.10672600354265;0.874244788051042;1.33920721903426
"2020-08-04";5;58;1.13917094573386;0.903270575127436;1.37507131634029
"2020-08-05";5;58;1.1619251739672;0.92504028852553;1.39881005940887
"2020-08-06";5;58;1.17748193065194;0.945807491707852;1.40915636959602
"2020-08-07";5;58;1.17146469128042;0.942749731047374;1.40017965151347
"2020-08-08";5;58;1.17552267201963;0.948875150053939;1.40217019398532
"2020-08-09";5;58;1.1511355713436;0.926716897756015;1.37555424493119
"2020-08-10";5;58;1.12413611024254;0.902301829705354;1.34597039077972
"2020-08-11";5;58;1.06909307767555;0.855166117447618;1.28302003790348
"2020-08-12";5;58;1.04121950881689;0.835773023937716;1.24666599369607
"2020-08-13";5;58;1.00182234025646;0.80613584015145;1.19750884036147
"2020-08-14";5;58;0.973136674688598;0.784399407318554;1.16187394205864
"2020-08-15";5;58;0.936078081734561;0.749876605402962;1.12227955806616
"2020-08-16";5;58;0.932888240609272;0.746783658613176;1.11899282260537
"2020-08-17";5;58;0.927283762477514;0.738846775571185;1.11572074938384
"2020-08-18";5;58;0.940446697333257;0.743385178905528;1.13750821576099
"2020-08-19";5;58;0.954556084609594;0.755273453572361;1.15383871564683
"2020-08-20";5;58;0.980659933434347;0.780206943384255;1.18111292348444
"2020-08-21";5;58;1.00267437391271;0.803960280735516;1.20138846708991
"2020-08-22";5;58;1.04613003954056;0.846808143548923;1.2454519355322
"2020-08-23";5;58;1.05905582988596;0.858761624045265;1.25935003572665
"2020-08-24";5;58;1.03926960445221;0.837718556073981;1.24082065283045
"2020-08-25";5;58;1.03724010886434;0.844576846887678;1.229903370841
"2020-08-26";5;58;1.04763801807618;0.854377687708322;1.24089834844404
